Дата;Название;Валюта;Цена
19.05.2021,Oracle Corporation (ORCL),$,78.74
18.05.2021,Oracle Corporation (ORCL),$,78.69
17.05.2021,Oracle Corporation (ORCL),$,79.08
14.05.2021,Oracle Corporation (ORCL),$,78.89
13.05.2021,Oracle Corporation (ORCL),$,78.14
12.05.2021,Oracle Corporation (ORCL),$,76.75
11.05.2021,Oracle Corporation (ORCL),$,77.69
10.05.2021,Oracle Corporation (ORCL),$,80.15
07.05.2021,Oracle Corporation (ORCL),$,80.4
06.05.2021,Oracle Corporation (ORCL),$,79.74
05.05.2021,Oracle Corporation (ORCL),$,79.19
04.05.2021,Oracle Corporation (ORCL),$,78.53
03.05.2021,Oracle Corporation (ORCL),$,77.33
08.12.2021,Amazon.com Inc (AMZN),$,3.523.16
07.12.2021,Amazon.com Inc (AMZN),$,3.523.29
06.12.2021,Amazon.com Inc (AMZN),$,3.427.37
03.12.2021,Amazon.com Inc (AMZN),$,3.389.79
02.12.2021,Amazon.com Inc (AMZN),$,3.437.36
01.12.2021,Amazon.com Inc (AMZN),$,3.443.72
30.11.2021,Amazon.com Inc (AMZN),$,3.507.07
29.11.2021,Amazon.com Inc (AMZN),$,3.561.57
26.11.2021,Amazon.com Inc (AMZN),$,3.504.56
24.11.2021,Amazon.com Inc (AMZN),$,3.580.41
23.11.2021,Amazon.com Inc (AMZN),$,3.580.04
22.11.2021,Amazon.com Inc (AMZN),$,3.572.57
19.11.2021,Amazon.com Inc (AMZN),$,3.676.57
18.11.2021,Amazon.com Inc (AMZN),$,3.696.06
17.11.2021,Amazon.com Inc (AMZN),$,3.549.00
16.11.2021,Amazon.com Inc (AMZN),$,3.540.70
15.11.2021,Amazon.com Inc (AMZN),$,3.545.68
12.11.2021,Amazon.com Inc (AMZN),$,3.525.15
11.11.2021,Amazon.com Inc (AMZN),$,3.472.50
10.11.2021,Amazon.com Inc (AMZN),$,3.482.05
09.11.2021,Amazon.com Inc (AMZN),$,3.576.23
08.11.2021,Amazon.com Inc (AMZN),$,3.488.98
05.11.2021,Amazon.com Inc (AMZN),$,3.518.99
04.11.2021,Amazon.com Inc (AMZN),$,3.477.00
03.11.2021,Amazon.com Inc (AMZN),$,3.384.00
02.11.2021,Amazon.com Inc (AMZN),$,3.312.75
01.11.2021,Amazon.com Inc (AMZN),$,3.318.11
29.10.2021,Amazon.com Inc (AMZN),$,3.372.43
28.10.2021,Amazon.com Inc (AMZN),$,3.446.57
27.10.2021,Amazon.com Inc (AMZN),$,3.392.49
26.10.2021,Amazon.com Inc (AMZN),$,3.376.07
25.10.2021,Amazon.com Inc (AMZN),$,3.320.37
22.10.2021,Amazon.com Inc (AMZN),$,3.335.55
21.10.2021,Amazon.com Inc (AMZN),$,3.435.01
20.10.2021,Amazon.com Inc (AMZN),$,3.415.06
19.10.2021,Amazon.com Inc (AMZN),$,3.444.15
18.10.2021,Amazon.com Inc (AMZN),$,3.446.74
15.10.2021,Amazon.com Inc (AMZN),$,3.409.02
14.10.2021,Amazon.com Inc (AMZN),$,3.299.86
13.10.2021,Amazon.com Inc (AMZN),$,3.284.28
12.10.2021,Amazon.com Inc (AMZN),$,3.247.33
11.10.2021,Amazon.com Inc (AMZN),$,3.246.30
08.10.2021,Amazon.com Inc (AMZN),$,3.288.62
07.10.2021,Amazon.com Inc (AMZN),$,3.302.43
06.10.2021,Amazon.com Inc (AMZN),$,3.262.01
05.10.2021,Amazon.com Inc (AMZN),$,3.221.00
04.10.2021,Amazon.com Inc (AMZN),$,3.189.78
01.10.2021,Amazon.com Inc (AMZN),$,3.283.26
30.09.2021,Amazon.com Inc (AMZN),$,3.285.04
29.09.2021,Amazon.com Inc (AMZN),$,3.301.12
28.09.2021,Amazon.com Inc (AMZN),$,3.315.96
27.09.2021,Amazon.com Inc (AMZN),$,3.405.80
24.09.2021,Amazon.com Inc (AMZN),$,3.425.52
23.09.2021,Amazon.com Inc (AMZN),$,3.416.00
22.09.2021,Amazon.com Inc (AMZN),$,3.380.05
21.09.2021,Amazon.com Inc (AMZN),$,3.343.63
20.09.2021,Amazon.com Inc (AMZN),$,3.355.73
17.09.2021,Amazon.com Inc (AMZN),$,3.462.52
16.09.2021,Amazon.com Inc (AMZN),$,3.488.24
15.09.2021,Amazon.com Inc (AMZN),$,3.475.79
14.09.2021,Amazon.com Inc (AMZN),$,3.450.00
13.09.2021,Amazon.com Inc (AMZN),$,3.457.17
10.09.2021,Amazon.com Inc (AMZN),$,3.469.15
09.09.2021,Amazon.com Inc (AMZN),$,3.484.16
08.09.2021,Amazon.com Inc (AMZN),$,3.525.50
07.09.2021,Amazon.com Inc (AMZN),$,3.509.29
03.09.2021,Amazon.com Inc (AMZN),$,3.478.05
02.09.2021,Amazon.com Inc (AMZN),$,3.463.12
01.09.2021,Amazon.com Inc (AMZN),$,3.479.00
31.08.2021,Amazon.com Inc (AMZN),$,3.470.79
30.08.2021,Amazon.com Inc (AMZN),$,3.421.57
27.08.2021,Amazon.com Inc (AMZN),$,3.349.63
26.08.2021,Amazon.com Inc (AMZN),$,3.316.00
25.08.2021,Amazon.com Inc (AMZN),$,3.299.18
24.08.2021,Amazon.com Inc (AMZN),$,3.305.78
23.08.2021,Amazon.com Inc (AMZN),$,3.265.87
20.08.2021,Amazon.com Inc (AMZN),$,3.199.95
19.08.2021,Amazon.com Inc (AMZN),$,3.187.75
18.08.2021,Amazon.com Inc (AMZN),$,3.201.22
17.08.2021,Amazon.com Inc (AMZN),$,3.241.96
16.08.2021,Amazon.com Inc (AMZN),$,3.298.99
13.08.2021,Amazon.com Inc (AMZN),$,3.293.97
12.08.2021,Amazon.com Inc (AMZN),$,3.303.50
11.08.2021,Amazon.com Inc (AMZN),$,3.292.11
10.08.2021,Amazon.com Inc (AMZN),$,3.320.68
09.08.2021,Amazon.com Inc (AMZN),$,3.341.87
06.08.2021,Amazon.com Inc (AMZN),$,3.344.94
05.08.2021,Amazon.com Inc (AMZN),$,3.375.99
04.08.2021,Amazon.com Inc (AMZN),$,3.354.72
03.08.2021,Amazon.com Inc (AMZN),$,3.366.24
02.08.2021,Amazon.com Inc (AMZN),$,3.331.48
30.07.2021,Amazon.com Inc (AMZN),$,3.327.59
29.07.2021,Amazon.com Inc (AMZN),$,3.599.92
28.07.2021,Amazon.com Inc (AMZN),$,3.630.32
27.07.2021,Amazon.com Inc (AMZN),$,3.626.39
26.07.2021,Amazon.com Inc (AMZN),$,3.699.82
23.07.2021,Amazon.com Inc (AMZN),$,3.656.64
22.07.2021,Amazon.com Inc (AMZN),$,3.638.03
21.07.2021,Amazon.com Inc (AMZN),$,3.585.20
20.07.2021,Amazon.com Inc (AMZN),$,3.573.19
19.07.2021,Amazon.com Inc (AMZN),$,3.549.59
16.07.2021,Amazon.com Inc (AMZN),$,3.573.63
15.07.2021,Amazon.com Inc (AMZN),$,3.631.20
14.07.2021,Amazon.com Inc (AMZN),$,3.681.68
13.07.2021,Amazon.com Inc (AMZN),$,3.677.36
12.07.2021,Amazon.com Inc (AMZN),$,3.718.55
09.07.2021,Amazon.com Inc (AMZN),$,3.719.34
08.07.2021,Amazon.com Inc (AMZN),$,3.731.41
07.07.2021,Amazon.com Inc (AMZN),$,3.696.58
06.07.2021,Amazon.com Inc (AMZN),$,3.675.74
02.07.2021,Amazon.com Inc (AMZN),$,3.510.98
01.07.2021,Amazon.com Inc (AMZN),$,3.433.00
30.06.2021,Amazon.com Inc (AMZN),$,3.440.20
29.06.2021,Amazon.com Inc (AMZN),$,3.448.10
28.06.2021,Amazon.com Inc (AMZN),$,3.443.90
25.06.2021,Amazon.com Inc (AMZN),$,3.401.46
24.06.2021,Amazon.com Inc (AMZN),$,3.449.10
23.06.2021,Amazon.com Inc (AMZN),$,3.503.80
22.06.2021,Amazon.com Inc (AMZN),$,3.505.40
21.06.2021,Amazon.com Inc (AMZN),$,3.453.96
18.06.2021,Amazon.com Inc (AMZN),$,3.486.90
17.06.2021,Amazon.com Inc (AMZN),$,3.489.24
16.06.2021,Amazon.com Inc (AMZN),$,3.415.25
15.06.2021,Amazon.com Inc (AMZN),$,3.383.13
14.06.2021,Amazon.com Inc (AMZN),$,3.383.87
11.06.2021,Amazon.com Inc (AMZN),$,3.346.83
10.06.2021,Amazon.com Inc (AMZN),$,3.349.65
09.06.2021,Amazon.com Inc (AMZN),$,3.281.15
08.06.2021,Amazon.com Inc (AMZN),$,3.264.11
07.06.2021,Amazon.com Inc (AMZN),$,3.198.01
04.06.2021,Amazon.com Inc (AMZN),$,3.206.22
03.06.2021,Amazon.com Inc (AMZN),$,3.187.01
02.06.2021,Amazon.com Inc (AMZN),$,3.233.99
01.06.2021,Amazon.com Inc (AMZN),$,3.218.65
28.05.2021,Amazon.com Inc (AMZN),$,3.223.07
27.05.2021,Amazon.com Inc (AMZN),$,3.230.11
26.05.2021,Amazon.com Inc (AMZN),$,3.265.16
25.05.2021,Amazon.com Inc (AMZN),$,3.259.05
24.05.2021,Amazon.com Inc (AMZN),$,3.244.99
21.05.2021,Amazon.com Inc (AMZN),$,3.203.08
20.05.2021,Amazon.com Inc (AMZN),$,3.247.68
19.05.2021,Amazon.com Inc (AMZN),$,3.231.80
18.05.2021,Amazon.com Inc (AMZN),$,3.232.28
17.05.2021,Amazon.com Inc (AMZN),$,3.270.39
14.05.2021,Amazon.com Inc (AMZN),$,3.222.90
13.05.2021,Amazon.com Inc (AMZN),$,3.161.47
12.05.2021,Amazon.com Inc (AMZN),$,3.151.94
11.05.2021,Amazon.com Inc (AMZN),$,3.223.91
10.05.2021,Amazon.com Inc (AMZN),$,3.190.49
07.05.2021,Amazon.com Inc (AMZN),$,3.291.61
06.05.2021,Amazon.com Inc (AMZN),$,3.306.37
05.05.2021,Amazon.com Inc (AMZN),$,3.270.54
04.05.2021,Amazon.com Inc (AMZN),$,3.311.87
03.05.2021,Amazon.com Inc (AMZN),$,3.386.49
08.12.2021,Philip Morris International Inc (PM),$,89.89
07.12.2021,Philip Morris International Inc (PM),$,90.41
06.12.2021,Philip Morris International Inc (PM),$,91.39
03.12.2021,Philip Morris International Inc (PM),$,89.38
02.12.2021,Philip Morris International Inc (PM),$,87.84
01.12.2021,Philip Morris International Inc (PM),$,86.87
30.11.2021,Philip Morris International Inc (PM),$,85.94
29.11.2021,Philip Morris International Inc (PM),$,87.35
26.11.2021,Philip Morris International Inc (PM),$,88.68
24.11.2021,Philip Morris International Inc (PM),$,90.03
23.11.2021,Philip Morris International Inc (PM),$,89.65
22.11.2021,Philip Morris International Inc (PM),$,89.78
19.11.2021,Philip Morris International Inc (PM),$,90.4
18.11.2021,Philip Morris International Inc (PM),$,91.55
17.11.2021,Philip Morris International Inc (PM),$,93.59
16.11.2021,Philip Morris International Inc (PM),$,93.07
15.11.2021,Philip Morris International Inc (PM),$,95.36
12.11.2021,Philip Morris International Inc (PM),$,94.76
11.11.2021,Philip Morris International Inc (PM),$,95
10.11.2021,Philip Morris International Inc (PM),$,94.38
09.11.2021,Philip Morris International Inc (PM),$,93.67
08.11.2021,Philip Morris International Inc (PM),$,92.89
05.11.2021,Philip Morris International Inc (PM),$,94.3
04.11.2021,Philip Morris International Inc (PM),$,93.72
03.11.2021,Philip Morris International Inc (PM),$,94.73
02.11.2021,Philip Morris International Inc (PM),$,94.02
01.11.2021,Philip Morris International Inc (PM),$,93.42
29.10.2021,Philip Morris International Inc (PM),$,94.54
28.10.2021,Philip Morris International Inc (PM),$,95.97
